timestamp,message
1623181066808,"[2021-06-08 19:37:46,808: INFO/ForkPoolWorker-1] Page No: 24 | Initiate dos extraction"
1623181066808,"[2021-06-08 19:37:46,808: INFO/ForkPoolWorker-1] Page No: 24 | Check for free floating date"
1623181066808,"[2021-06-08 19:37:46,808: INFO/ForkPoolWorker-1] Page No: 24 | Assigning last_encounter as dos: 01/04/2020"
1623181066808,"[2021-06-08 19:37:46,808: INFO/ForkPoolWorker-1] Page No: 25 | Initiate dos extraction"
1623181066809,"[2021-06-08 19:37:46,809: INFO/ForkPoolWorker-1] Page No: 25 | Check for free floating date"
1623181066809,"[2021-06-08 19:37:46,809: INFO/ForkPoolWorker-1] Page No: 25 | Assigning last_encounter as dos: 01/04/2020"
1623181066809,"[2021-06-08 19:37:46,809: INFO/ForkPoolWorker-1] Page No: 26 | Initiate dos extraction"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 26 | Check for free floating date"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 26 | Assigning last_encounter as dos: 01/04/2020"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 27 | Initiate dos extraction"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 27 | Check for free floating date"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 27 | Assigning last_encounter as dos: 01/04/2020"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 28 | Initiate dos extraction"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 28 | Check for free floating date"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 28 | Assigning last_encounter as dos: 01/04/2020"
1623181066810,"[2021-06-08 19:37:46,810: INFO/ForkPoolWorker-1] Page No: 29 | Initiate dos extraction"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 29 | Check for free floating date"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 29 | Found Header: office visit"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 29 | dates1: ['05/00/2019']"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 29 | dates2: ['05/00/2019']"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 29 | free_floating_date_sentence: None"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 29 | Assigning last_encounter as dos: 01/04/2020"
1623181066811,"[2021-06-08 19:37:46,811: INFO/ForkPoolWorker-1] Page No: 30 | Initiate dos extraction"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 30 | Check for free floating date"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 30 | Assigning last_encounter as dos: 01/04/2020"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 31 | Initiate dos extraction"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 31 | Check for free floating date"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 31 | Assigning last_encounter as dos: 01/04/2020"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 32 | Initiate dos extraction"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 32 | Check for free floating date"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 32 | Assigning last_encounter as dos: 01/04/2020"
1623181066812,"[2021-06-08 19:37:46,812: INFO/ForkPoolWorker-1] Page No: 33 | Initiate dos extraction"
1623181066813,"[2021-06-08 19:37:46,813: INFO/ForkPoolWorker-1] Page No: 33 | Check for free floating date"
1623181066814,"[2021-06-08 19:37:46,814: INFO/ForkPoolWorker-1] Page No: 33 | Found Header: history of present"
1623181066814,"[2021-06-08 19:37:46,814: INFO/ForkPoolWorker-1] Page No: 33 | dates1: []"
1623181066814,"[2021-06-08 19:37:46,814: INFO/ForkPoolWorker-1] Page No: 33 | dates2: []"
1623181066815,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 33 | free_floating_date_sentence: None"
1623181066815,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 33 | Assigning last_encounter as dos: 01/04/2020"
1623181066815,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 34 | Initiate dos extraction"
1623181066815,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 34 | Check for free floating date"
1623181066815,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 34 | Assigning last_encounter as dos: 01/04/2020"
1623181066815,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 35 | Initiate dos extraction"
1623181066816,"[2021-06-08 19:37:46,815: INFO/ForkPoolWorker-1] Page No: 35 | Check for free floating date"
1623181066816,"[2021-06-08 19:37:46,816: INFO/ForkPoolWorker-1] Page No: 35 | Assigning last_encounter as dos: 01/04/2020"
1623181066816,"[2021-06-08 19:37:46,816: INFO/ForkPoolWorker-1] Page No: 36 | Initiate dos extraction"
1623181066816,"[2021-06-08 19:37:46,816: INFO/ForkPoolWorker-1] Page No: 36 | Check for free floating date"
1623181066816,"[2021-06-08 19:37:46,816: INFO/ForkPoolWorker-1] Page No: 36 | Assigning last_encounter as dos: 01/04/2020"
1623181066816,"[2021-06-08 19:37:46,816: INFO/ForkPoolWorker-1] Page No: 37 | Initiate dos extraction"
1623181066816,"[2021-06-08 19:37:46,816: INFO/ForkPoolWorker-1] Page No: 37 | Check for free floating date"
1623181066817,"[2021-06-08 19:37:46,817: INFO/ForkPoolWorker-1] Page No: 37 | Assigning last_encounter as dos: 01/04/2020"
1623181066817,"[2021-06-08 19:37:46,817: INFO/ForkPoolWorker-1] Page No: 38 | Initiate dos extraction"
1623181066817,"[2021-06-08 19:37:46,817: INFO/ForkPoolWorker-1] Page No: 38 | Check for free floating date"
1623181066818,"[2021-06-08 19:37:46,818: INFO/ForkPoolWorker-1] Page No: 38 | Found Header: history of present"
1623181066818,"[2021-06-08 19:37:46,818: INFO/ForkPoolWorker-1] Page No: 38 | dates1: ['15 mcg-21', '06/01/2020', '09/26/1924']"
1623181066818,"[2021-06-08 19:37:46,818: INFO/ForkPoolWorker-1] Page No: 38 | dates2: ['15 mcg-21', '06/01/2020']"
1623181066819,"[2021-06-08 19:37:46,819: INFO/ForkPoolWorker-1] Page No: 38 | free_floating_date_sentence: None"
1623181066819,"[2021-06-08 19:37:46,819: INFO/ForkPoolWorker-1] Page No: 38 | Assigning last_encounter as dos: 01/04/2020"
1623181066819,"[2021-06-08 19:37:46,819: INFO/ForkPoolWorker-1] Page No: 39 | Initiate dos extraction"
1623181066820,"[2021-06-08 19:37:46,819: INFO/ForkPoolWorker-1] Page No: 39 | Check for free floating date"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 39 | Assigning last_encounter as dos: 01/04/2020"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 40 | Initiate dos extraction"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 40 | Check for free floating date"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 40 | Assigning last_encounter as dos: 01/04/2020"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 41 | Initiate dos extraction"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 41 | Check for free floating date"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 41 | Assigning last_encounter as dos: 01/04/2020"
1623181066820,"[2021-06-08 19:37:46,820: INFO/ForkPoolWorker-1] Page No: 42 | Initiate dos extraction"
1623181066821,"[2021-06-08 19:37:46,821: INFO/ForkPoolWorker-1] Page No: 42 | Check for free floating date"
1623181066821,"[2021-06-08 19:37:46,821: INFO/ForkPoolWorker-1] Page No: 42 | Assigning last_encounter as dos: 01/04/2020"
1623181066821,"[2021-06-08 19:37:46,821: INFO/ForkPoolWorker-1] Page No: 43 | Initiate dos extraction"
1623181066821,"[2021-06-08 19:37:46,821: INFO/ForkPoolWorker-1] Page No: 43 | Check for free floating date"
1623181066821,"[2021-06-08 19:37:46,821: INFO/ForkPoolWorker-1] Page No: 43 | Assigning last_encounter as dos: 01/04/2020"
1623181066821,"[2021-06-08 19:37:46,821: INFO/ForkPoolWorker-1] Page No: 44 | Initiate dos extraction"
1623181066822,"[2021-06-08 19:37:46,822: INFO/ForkPoolWorker-1] Page No: 44 | Check for free floating date"
1623181066822,"[2021-06-08 19:37:46,822: INFO/ForkPoolWorker-1] Page No: 44 | Assigning last_encounter as dos: 01/04/2020"
1623181066822,"[2021-06-08 19:37:46,822: INFO/ForkPoolWorker-1] Page No: 45 | Initiate dos extraction"
1623181066822,"[2021-06-08 19:37:46,822: INFO/ForkPoolWorker-1] Page No: 45 | Check for free floating date"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 45 | Assigning last_encounter as dos: 01/04/2020"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 46 | Initiate dos extraction"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 46 | Check for free floating date"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 46 | Assigning last_encounter as dos: 01/04/2020"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 47 | Initiate dos extraction"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 47 | Check for free floating date"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 47 | Assigning last_encounter as dos: 01/04/2020"
1623181066823,"[2021-06-08 19:37:46,823: INFO/ForkPoolWorker-1] Page No: 48 | Initiate dos extraction"
1623181066824,"[2021-06-08 19:37:46,824: INFO/ForkPoolWorker-1] Page No: 48 | Check for free floating date"
1623181066824,"[2021-06-08 19:37:46,824: INFO/ForkPoolWorker-1] Page No: 48 | Assigning last_encounter as dos: 01/04/2020"
1623181066824,"[2021-06-08 19:37:46,824: INFO/ForkPoolWorker-1] Page No: 49 | Initiate dos extraction"
1623181066825,"[2021-06-08 19:37:46,825: INFO/ForkPoolWorker-1] Page No: 49 | Check for free floating date"
1623181066825,"[2021-06-08 19:37:46,825: INFO/ForkPoolWorker-1] Page No: 49 | Found Header: history of present"
1623181066826,"[2021-06-08 19:37:46,826: INFO/ForkPoolWorker-1] Page No: 49 | dates1: ['15 meg-21', '09/26/1924', '06/09/2020', '07/07/20']"
1623181066826,"[2021-06-08 19:37:46,826: INFO/ForkPoolWorker-1] Page No: 49 | dates2: ['15 meg-21', '06/09/2020', '07/07/20']"
1623181066826,"[2021-06-08 19:37:46,826: INFO/ForkPoolWorker-1] Page No: 49 | free_floating_date_sentence: 06/09/2020"
1623181066827,"[2021-06-08 19:37:46,827: INFO/ForkPoolWorker-1] Page No: 49 | Got dos from header_section: 06/09/2020 | header: history of present"
1623181066827,"[2021-06-08 19:37:46,827: INFO/ForkPoolWorker-1] Page No: 50 | Initiate dos extraction"
1623181066828,"[2021-06-08 19:37:46,828: INFO/ForkPoolWorker-1] Page No: 50 | Check for free floating date"
1623181066828,"[2021-06-08 19:37:46,828: INFO/ForkPoolWorker-1] Page No: 50 | Assigning last_encounter as dos: 06/09/2020"
1623181066828,"[2021-06-08 19:37:46,828: INFO/ForkPoolWorker-1] Page No: 51 | Initiate dos extraction"
1623181066828,"[2021-06-08 19:37:46,828: INFO/ForkPoolWorker-1] Page No: 51 | Check for free floating date"
1623181066828,"[2021-06-08 19:37:46,828: INFO/ForkPoolWorker-1] Page No: 51 | Assigning last_encounter as dos: 06/09/2020"
1623181066828,"[2021-06-08 19:37:46,828: INFO/ForkPoolWorker-1] Page No: 52 | Initiate dos extraction"
1623181066829,"[2021-06-08 19:37:46,829: INFO/ForkPoolWorker-1] Page No: 52 | Check for free floating date"
1623181066830,"[2021-06-08 19:37:46,830: INFO/ForkPoolWorker-1] Page No: 52 | Found Header: history of present"
1623181066830,"[2021-06-08 19:37:46,830: INFO/ForkPoolWorker-1] Page No: 52 | dates1: ['09/26/1924', '06/01/2020']"
1623181066830,"[2021-06-08 19:37:46,830: INFO/ForkPoolWorker-1] Page No: 52 | dates2: ['06/01/2020']"
1623181066830,"[2021-06-08 19:37:46,830: INFO/ForkPoolWorker-1] Page No: 52 | free_floating_date_sentence: 06/01/2020"
1623181066831,"[2021-06-08 19:37:46,831: INFO/ForkPoolWorker-1] Page No: 52 | Got dos from header_section: 06/01/2020 | header: history of present"
1623181066831,"[2021-06-08 19:37:46,831: INFO/ForkPoolWorker-1] Page No: 53 | Initiate dos extraction"
1623181066832,"[2021-06-08 19:37:46,832: INFO/ForkPoolWorker-1] Page No: 53 | Check for free floating date"
1623181066832,"[2021-06-08 19:37:46,832: INFO/ForkPoolWorker-1] Page No: 53 | Assigning last_encounter as dos: 06/01/2020"
1623181066832,"[2021-06-08 19:37:46,832: INFO/ForkPoolWorker-1] Page No: 54 | Initiate dos extraction"
1623181066833,"[2021-06-08 19:37:46,833: INFO/ForkPoolWorker-1] Page No: 54 | Check for free floating date"
1623181066833,"[2021-06-08 19:37:46,833: INFO/ForkPoolWorker-1] Page No: 54 | Assigning last_encounter as dos: 06/01/2020"
1623181066833,"[2021-06-08 19:37:46,833: INFO/ForkPoolWorker-1] Page No: 55 | Initiate dos extraction"
1623181066833,"[2021-06-08 19:37:46,833: INFO/ForkPoolWorker-1] Page No: 55 | Check for free floating date"
1623181066833,"[2021-06-08 19:37:46,833: INFO/ForkPoolWorker-1] Page No: 55 | Assigning last_encounter as dos: 06/01/2020"
1623181066833,"[2021-06-08 19:37:46,833: INFO/ForkPoolWorker-1] Page No: 56 | Initiate dos extraction"
1623181066834,"[2021-06-08 19:37:46,834: INFO/ForkPoolWorker-1] Page No: 56 | Check for free floating date"
1623181066834,"[2021-06-08 19:37:46,834: INFO/ForkPoolWorker-1] Page No: 56 | Found Header: history of present"
1623181066835,"[2021-06-08 19:37:46,834: INFO/ForkPoolWorker-1] Page No: 56 | dates1: ['15 meg-21', '01/13/2020', '09/26/1924', '07/08/19', '1/4/20']"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 56 | dates2: ['15 meg-21', '01/13/2020', '07/08/19', '1/4/20']"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 56 | free_floating_date_sentence: None"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 56 | Assigning last_encounter as dos: 06/01/2020"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 57 | Initiate dos extraction"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 57 | Check for free floating date"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 57 | Assigning last_encounter as dos: 06/01/2020"
1623181066835,"[2021-06-08 19:37:46,835: INFO/ForkPoolWorker-1] Page No: 58 | Initiate dos extraction"
1623181066836,"[2021-06-08 19:37:46,836: INFO/ForkPoolWorker-1] Page No: 58 | Check for free floating date"
1623181066836,"[2021-06-08 19:37:46,836: INFO/ForkPoolWorker-1] Page No: 58 | Found Header: history of present"
1623181066837,"[2021-06-08 19:37:46,837: INFO/ForkPoolWorker-1] Page No: 58 | dates1: ['15 meg-21', '09/26/1924', '07/08/2019', '09/26/1924']"
1623181066837,"[2021-06-08 19:37:46,837: INFO/ForkPoolWorker-1] Page No: 58 | dates2: ['15 meg-21', '07/08/2019']"
1623181066837,"[2021-06-08 19:37:46,837: INFO/ForkPoolWorker-1] Page No: 58 | free_floating_date_sentence: 07/08/2019"
1623181066838,"[2021-06-08 19:37:46,837: INFO/ForkPoolWorker-1] Page No: 58 | Got dos from header_section: 07/08/2019 | header: history of present"
1623181066838,"[2021-06-08 19:37:46,838: INFO/ForkPoolWorker-1] Page No: 59 | Initiate dos extraction"
1623181066838,"[2021-06-08 19:37:46,838: INFO/ForkPoolWorker-1] Page No: 59 | Check for free floating date"
1623181066839,"[2021-06-08 19:37:46,838: INFO/ForkPoolWorker-1] Page No: 59 | Assigning last_encounter as dos: 07/08/2019"
1623181066839,"[2021-06-08 19:37:46,839: INFO/ForkPoolWorker-1] Page No: 60 | Initiate dos extraction"
1623181066840,"[2021-06-08 19:37:46,839: INFO/ForkPoolWorker-1] Page No: 60 | Check for free floating date"
